order_id,customer_id,order_date,order_status,payment_method,shipping_city,shipping_state
O01049,C1148,2024-01-23,Completed,UPI,Pune,Maharashtra
O01050,C0238,2025-09-21,Returned,UPI,Patna,Bihar
O01051,C2123,2025-10-29,Completed,COD,Patna,Bihar
O01052,C4596,2025-10-12,Completed,COD,Jaipur,Rajasthan
O01053,C1546,2023-01-12,Cancelled,UPI,Patna,Bihar
O01054,C3984,2023-03-15,Completed,COD,Indore,Madhya Pradesh
O01055,C4364,2023-08-26,Completed,UPI,Bengaluru,Karnataka
O01056,C0987,2025-07-03,Completed,Debit Card,Gurugram,Haryana
O01057,C1624,2023-08-22,Completed,Credit Card,Jaipur,Rajasthan
O01058,C3122,2025-05-21,Cancelled,UPI,Pune,Maharashtra
O01059,C3727,2023-06-02,Completed,COD,Chennai,Tamil Nadu
O01060,C3902,2024-06-11,Completed,UPI,Patna,Bihar
O01061,C0723,2025-03-21,Completed,Credit Card,Indore,Madhya Pradesh
O01062,C1096,2023-02-25,Completed,Debit Card,Lucknow,Uttar Pradesh
O01063,C3828,2024-09-06,Returned,UPI,Noida,Uttar Pradesh
O01064,C4286,2025-07-22,Returned,COD,Bhopal,Madhya Pradesh
O01065,C0996,2024-10-24,Completed,COD,Bengaluru,Karnataka
O01066,C4662,2023-10-27,Completed,UPI,Bhopal,Madhya Pradesh
O01067,C0993,2025-09-02,Completed,Credit Card,Lucknow,Uttar Pradesh
O01068,C2784,2024-09-21,Completed,Credit Card,Kolkata,West Bengal
O01069,C0156,2023-05-24,Completed,Credit Card,Lucknow,Uttar Pradesh
O01070,C1896,2023-08-17,Completed,Credit Card,Pune,Maharashtra
O01071,C1777,2024-04-10,Completed,UPI,Nagpur,Maharashtra
O01072,C4769,2023-05-17,Completed,COD,Lucknow,Uttar Pradesh
O01073,C2117,2023-08-28,Completed,UPI,Gurugram,Haryana
O01074,C2421,2024-03-24,Completed,UPI,Bhubaneswar,Odisha
O01075,C0055,2023-05-31,Completed,Debit Card,Lucknow,Uttar Pradesh
O01076,C0085,2025-03-13,Completed,Debit Card,Ahmedabad,Gujarat
O01077,C2889,2023-12-19,Completed,Net Banking,Pune,Maharashtra
O01078,C4688,2024-04-10,Completed,Debit Card,Kolkata,West Bengal
O01079,C2780,2025-11-29,Cancelled,UPI,Gurugram,Haryana
O01080,C2670,2024-10-15,Completed,Net Banking,Pune,Maharashtra
O01081,C3837,2023-02-22,Completed,UPI,Nagpur,Maharashtra
O01082,C1009,2023-12-17,Completed,COD,Bhubaneswar,Odisha
O01083,C2365,2025-01-08,Completed,UPI,Ahmedabad,Gujarat
O01084,C3687,2023-12-06,Completed,UPI,Surat,Gujarat
O01085,C4348,2023-03-06,Completed,Debit Card,Nagpur,Maharashtra
O01086,C2200,2023-10-23,Completed,UPI,Noida,Uttar Pradesh
O01087,C1360,2025-07-30,Returned,UPI,Lucknow,Uttar Pradesh
O01088,C0910,2023-07-24,Completed,Debit Card,Bhubaneswar,Odisha
O01089,C3440,2024-10-08,Completed,UPI,Patna,Bihar
O01090,C2914,2023-05-15,Completed,UPI,Bhopal,Madhya Pradesh
O01091,C4696,2024-01-13,Completed,Credit Card,Nagpur,Maharashtra
O01092,C1007,2025-12-11,Completed,COD,Gurugram,Haryana
O01093,C3053,2025-05-17,Completed,UPI,Chennai,Tamil Nadu
O01094,C1144,2024-08-02,Completed,Credit Card,Ahmedabad,Gujarat
O01095,C4399,2025-10-13,Completed,UPI,Bengaluru,Karnataka
O01096,C3221,2024-12-10,Completed,UPI,Delhi,Delhi
O01097,C1225,2023-03-08,Completed,UPI,Indore,Madhya Pradesh
O01098,C3879,2023-01-03,Cancelled,Debit Card,Kochi,Kerala
O01099,C4496,2024-05-24,Returned,UPI,Bengaluru,Karnataka
O01100,C0068,2025-02-15,Completed,Credit Card,Surat,Gujarat
O01101,C4250,2023-04-12,Completed,Credit Card,Lucknow,Uttar Pradesh
O01102,C1015,2025-03-09,Completed,COD,Nagpur,Maharashtra
O01103,C0182,2025-01-03,Completed,COD,Hyderabad,Telangana
O01104,C4621,2025-11-10,Completed,UPI,Kolkata,West Bengal
O01105,C4116,2024-01-22,Completed,Credit Card,Chennai,Tamil Nadu
O01106,C4947,2024-06-16,Cancelled,Debit Card,Mumbai,Maharashtra
O01107,C2946,2023-04-02,Completed,COD,Hyderabad,Telangana
O01108,C2058,2025-04-18,Completed,UPI,Bhubaneswar,Odisha
O01109,C2748,2024-05-19,Completed,Debit Card,Surat,Gujarat
O01110,C1881,2025-04-20,Completed,COD,Ahmedabad,Gujarat
O01111,C3603,2024-11-17,Returned,UPI,Chandigarh,Chandigarh
O01112,C0655,2024-12-25,Completed,UPI,Indore,Madhya Pradesh
O01113,C3687,2023-05-28,Completed,Credit Card,Surat,Gujarat
O01114,C2289,2025-07-22,Completed,Net Banking,Noida,Uttar Pradesh
O01115,C2200,2025-06-02,Completed,Debit Card,Noida,Uttar Pradesh
O01116,C2832,2023-11-10,Cancelled,Credit Card,Jaipur,Rajasthan
O01117,C3409,2024-10-18,Completed,UPI,Bhubaneswar,Odisha
O01118,C2236,2023-10-25,Completed,Credit Card,Patna,Bihar
O01119,C2512,2023-08-11,Completed,UPI,Jaipur,Rajasthan
O01120,C0722,2023-12-19,Completed,UPI,Indore,Madhya Pradesh
O01121,C3249,2024-02-20,Completed,Credit Card,Patna,Bihar
O01122,C1201,2023-03-03,Completed,UPI,Mumbai,Maharashtra
O01123,C4977,2024-08-30,Completed,UPI,Delhi,Delhi
O01124,C2463,2024-09-15,Completed,Debit Card,Kochi,Kerala
O01125,C4674,2024-01-11,Completed,Debit Card,Bengaluru,Karnataka
O01126,C0310,2024-08-21,Returned,Debit Card,Nagpur,Maharashtra
O01127,C1026,2024-02-09,Completed,COD,Chandigarh,Chandigarh
O01128,C4413,2025-07-17,Completed,UPI,Chandigarh,Chandigarh
O01129,C1533,2024-01-25,Completed,UPI,Nagpur,Maharashtra
O01130,C3644,2025-02-04,Completed,Credit Card,Pune,Maharashtra
O01131,C0368,2023-12-14,Returned,UPI,Delhi,Delhi
O01132,C4651,2025-12-23,Returned,COD,Patna,Bihar
O01133,C2653,2025-08-15,Completed,Credit Card,Noida,Uttar Pradesh
O01134,C1250,2024-05-31,Completed,UPI,Chandigarh,Chandigarh
O01135,C2984,2023-11-26,Completed,Credit Card,Kolkata,West Bengal
O01136,C4576,2025-08-31,Completed,UPI,Surat,Gujarat
O01137,C3029,2023-04-02,Completed,UPI,Mumbai,Maharashtra
O01138,C3135,2023-07-09,Completed,Credit Card,Jaipur,Rajasthan
O01139,C4096,2024-07-25,Completed,Credit Card,Ahmedabad,Gujarat
O01140,C0940,2023-07-24,Completed,Credit Card,Mumbai,Maharashtra
O01141,C4110,2023-07-31,Completed,Credit Card,Kolkata,West Bengal
O01142,C4238,2025-02-08,Completed,COD,Bhubaneswar,Odisha
O01143,C4024,2023-03-30,Completed,UPI,Chennai,Tamil Nadu
O01144,C3692,2025-08-12,Completed,COD,Bengaluru,Karnataka
O01145,C0590,2023-12-29,Completed,UPI,Chandigarh,Chandigarh
O01146,C1783,2023-11-28,Completed,UPI,Delhi,Delhi
O01147,C4569,2025-07-09,Completed,Credit Card,Surat,Gujarat
O01148,C1208,2024-12-08,Completed,Net Banking,Lucknow,Uttar Pradesh
O01149,C4413,2025-04-23,Completed,UPI,Chandigarh,Chandigarh
O01150,C4541,2024-11-25,Completed,Debit Card,Kolkata,West Bengal
O01151,C2344,2024-02-26,Completed,Debit Card,Lucknow,Uttar Pradesh
O01152,C0847,2025-02-01,Completed,Credit Card,Delhi,Delhi
O01153,C2425,2025-01-05,Completed,UPI,Chandigarh,Chandigarh
O01154,C4681,2024-12-10,Completed,Debit Card,Chandigarh,Chandigarh
O01155,C0799,2023-09-06,Completed,UPI,Kolkata,West Bengal
O01156,C0471,2023-06-30,Completed,UPI,Gurugram,Haryana
O01157,C3910,2024-04-27,Completed,Debit Card,Bengaluru,Karnataka
O01158,C4828,2025-02-27,Completed,Debit Card,Mumbai,Maharashtra
O01159,C2095,2023-09-05,Completed,COD,Bhubaneswar,Odisha
O01160,C2995,2023-11-15,Completed,UPI,Jaipur,Rajasthan
O01161,C3130,2025-08-21,Completed,UPI,Chennai,Tamil Nadu
O01162,C1314,2024-11-30,Completed,UPI,Mumbai,Maharashtra
O01163,C2879,2024-06-14,Completed,UPI,Gurugram,Haryana
O01164,C3516,2024-07-16,Completed,Credit Card,Bhubaneswar,Odisha
O01165,C1048,2023-05-03,Returned,Credit Card,Pune,Maharashtra
O01166,C1088,2025-01-19,Completed,UPI,Hyderabad,Telangana
O01167,C3682,2023-11-15,Cancelled,Debit Card,Nagpur,Maharashtra
O01168,C0283,2024-08-08,Completed,Credit Card,Hyderabad,Telangana
O01169,C3649,2023-09-02,Cancelled,Credit Card,Chandigarh,Chandigarh
O01170,C1399,2024-06-27,Completed,COD,Patna,Bihar
O01171,C2734,2023-06-02,Cancelled,UPI,Bhubaneswar,Odisha
O01172,C4068,2024-10-17,Returned,UPI,Indore,Madhya Pradesh
O01173,C2358,2023-01-15,Cancelled,Credit Card,Indore,Madhya Pradesh
O01174,C2936,2023-09-02,Completed,COD,Jaipur,Rajasthan
O01175,C3819,2025-03-01,Completed,Credit Card,Jaipur,Rajasthan
O01176,C3239,2024-07-20,Completed,UPI,Chennai,Tamil Nadu
O01177,C1773,2024-07-07,Cancelled,Net Banking,Nagpur,Maharashtra
O01178,C4078,2025-06-17,Completed,Debit Card,Lucknow,Uttar Pradesh
O01179,C4103,2023-02-21,Completed,Debit Card,Nagpur,Maharashtra
O01180,C0788,2023-01-11,Completed,Credit Card,Kolkata,West Bengal
O01181,C3225,2025-04-02,Completed,Credit Card,Mumbai,Maharashtra
O01182,C0043,2023-08-15,Completed,Net Banking,Bhopal,Madhya Pradesh
O01183,C4297,2023-04-24,Returned,Credit Card,Patna,Bihar
O01184,C2943,2024-08-26,Cancelled,UPI,Mumbai,Maharashtra
O01185,C4644,2024-08-15,Completed,Net Banking,Chennai,Tamil Nadu
O01186,C4322,2025-07-25,Completed,Credit Card,Patna,Bihar
O01187,C3906,2023-07-29,Completed,UPI,Patna,Bihar
O01188,C4729,2025-08-08,Completed,Credit Card,Bhopal,Madhya Pradesh
O01189,C3411,2025-10-01,Cancelled,UPI,Jaipur,Rajasthan
O01190,C1359,2024-09-02,Completed,Credit Card,Bhopal,Madhya Pradesh
O01191,C1205,2025-12-16,Completed,COD,Bhopal,Madhya Pradesh
O01192,C3605,2025-12-22,Completed,Credit Card,Chennai,Tamil Nadu
O01193,C2994,2023-12-04,Completed,UPI,Noida,Uttar Pradesh
O01194,C2242,2024-12-25,Completed,COD,Indore,Madhya Pradesh
O01195,C0538,2025-03-25,Completed,Net Banking,Chandigarh,Chandigarh
O01196,C4012,2024-06-15,Cancelled,UPI,Chandigarh,Chandigarh
O01197,C3869,2025-01-28,Completed,Credit Card,Hyderabad,Telangana
O01198,C4577,2023-01-06,Completed,Net Banking,Bhopal,Madhya Pradesh
O01199,C4526,2024-08-07,Completed,UPI,Ahmedabad,Gujarat
O01200,C3584,2024-09-10,Cancelled,UPI,Kolkata,West Bengal
O01201,C1351,2025-03-07,Completed,Credit Card,Chennai,Tamil Nadu
O01202,C0945,2023-12-22,Cancelled,UPI,Patna,Bihar
O01203,C3857,2023-08-07,Completed,UPI,Patna,Bihar
O01204,C1824,2024-01-02,Returned,Credit Card,Gurugram,Haryana
O01205,C2626,2025-06-07,Completed,UPI,Mumbai,Maharashtra
O01206,C3899,2024-07-14,Completed,Debit Card,Indore,Madhya Pradesh
O01207,C3488,2023-12-30,Completed,UPI,Mumbai,Maharashtra
O01208,C4207,2024-05-19,Returned,UPI,Noida,Uttar Pradesh
O01209,C4308,2023-06-26,Completed,COD,Lucknow,Uttar Pradesh
O01210,C0851,2025-03-23,Completed,Credit Card,Jaipur,Rajasthan
O01211,C2926,2024-07-30,Completed,COD,Bengaluru,Karnataka
O01212,C0996,2025-03-28,Completed,UPI,Bengaluru,Karnataka
O01213,C4762,2025-12-13,Completed,UPI,Pune,Maharashtra
O01214,C0350,2025-03-29,Completed,UPI,Kolkata,West Bengal
O01215,C1538,2024-04-23,Completed,COD,Indore,Madhya Pradesh
O01216,C2978,2024-12-22,Completed,Credit Card,Hyderabad,Telangana
O01217,C2729,2024-08-03,Completed,Net Banking,Hyderabad,Telangana
O01218,C4347,2025-01-15,Cancelled,COD,Pune,Maharashtra
O01219,C2367,2025-11-04,Completed,UPI,Lucknow,Uttar Pradesh
O01220,C2237,2025-05-27,Completed,COD,Chennai,Tamil Nadu
O01221,C3876,2023-05-14,Completed,UPI,Kochi,Kerala
O01222,C3095,2024-12-18,Cancelled,Credit Card,Delhi,Delhi
O01223,C3602,2025-11-13,Completed,Credit Card,Chennai,Tamil Nadu
O01224,C4175,2024-01-12,Cancelled,UPI,Ahmedabad,Gujarat
O01225,C4642,2024-10-13,Completed,UPI,Chandigarh,Chandigarh
O01226,C0924,2023-06-15,Completed,Credit Card,Chennai,Tamil Nadu
O01227,C0619,2025-11-30,Completed,Debit Card,Kolkata,West Bengal
O01228,C4401,2023-09-29,Completed,UPI,Noida,Uttar Pradesh
O01229,C3263,2025-09-16,Completed,Credit Card,Pune,Maharashtra
O01230,C3304,2023-06-15,Completed,UPI,Patna,Bihar
O01231,C2602,2025-01-31,Completed,Debit Card,Chennai,Tamil Nadu
O01232,C1048,2024-10-10,Cancelled,Credit Card,Pune,Maharashtra
O01233,C1699,2025-04-24,Completed,COD,Lucknow,Uttar Pradesh
O01234,C2231,2024-07-04,Completed,Net Banking,Indore,Madhya Pradesh
O01235,C1869,2024-08-21,Returned,COD,Indore,Madhya Pradesh
O01236,C2655,2023-06-04,Completed,UPI,Surat,Gujarat
O01237,C0083,2024-02-21,Completed,Credit Card,Gurugram,Haryana
O01238,C0093,2023-03-08,Cancelled,Credit Card,Pune,Maharashtra
O01239,C3157,2024-05-31,Completed,COD,Kolkata,West Bengal
O01240,C3049,2025-12-18,Completed,UPI,Indore,Madhya Pradesh
O01241,C1468,2025-10-03,Completed,Credit Card,Mumbai,Maharashtra
O01242,C2025,2024-08-10,Completed,Debit Card,Bhopal,Madhya Pradesh
O01243,C4870,2025-02-10,Cancelled,UPI,Pune,Maharashtra
O01244,C3818,2025-01-29,Completed,Credit Card,Hyderabad,Telangana
O01245,C2699,2025-11-05,Completed,UPI,Kolkata,West Bengal
O01246,C0792,2023-06-25,Completed,UPI,Patna,Bihar
O01247,C0476,2023-11-18,Completed,UPI,Gurugram,Haryana
O01248,C0504,2023-05-16,Completed,UPI,Lucknow,Uttar Pradesh
O01249,C0231,2024-03-03,Cancelled,UPI,Gurugram,Haryana
O01250,C1587,2025-07-19,Returned,Debit Card,Jaipur,Rajasthan
O01251,C1775,2025-06-29,Completed,Net Banking,Indore,Madhya Pradesh
O01252,C3091,2024-11-10,Returned,Debit Card,Chandigarh,Chandigarh
O01253,C2257,2023-11-18,Completed,UPI,Jaipur,Rajasthan
O01254,C3971,2025-02-19,Completed,UPI,Ahmedabad,Gujarat
O01255,C4227,2023-06-20,Completed,Credit Card,Patna,Bihar
O01256,C4839,2025-07-12,Completed,COD,Bhubaneswar,Odisha
O01257,C0384,2023-05-09,Completed,UPI,Chennai,Tamil Nadu
O01258,C3164,2024-11-10,Completed,Credit Card,Surat,Gujarat
O01259,C2410,2024-02-01,Completed,Credit Card,Surat,Gujarat
O01260,C0761,2023-03-02,Cancelled,Net Banking,Bhubaneswar,Odisha
O01261,C3953,2024-04-17,Completed,Credit Card,Pune,Maharashtra
O01262,C0943,2025-01-07,Completed,COD,Hyderabad,Telangana
O01263,C2696,2024-02-01,Completed,UPI,Kolkata,West Bengal
O01264,C1297,2025-03-14,Completed,UPI,Surat,Gujarat
O01265,C2403,2025-08-14,Completed,Debit Card,Patna,Bihar
O01266,C2148,2024-10-16,Completed,Debit Card,Pune,Maharashtra
O01267,C1640,2024-08-24,Returned,COD,Nagpur,Maharashtra
O01268,C4397,2023-09-25,Completed,Credit Card,Gurugram,Haryana
O01269,C0609,2023-03-17,Completed,UPI,Nagpur,Maharashtra
O01270,C0882,2025-12-28,Completed,Credit Card,Noida,Uttar Pradesh
O01271,C2251,2025-06-16,Returned,Debit Card,Bengaluru,Karnataka
O01272,C3093,2025-10-28,Completed,COD,Nagpur,Maharashtra
O01273,C2160,2025-04-01,Completed,Net Banking,Indore,Madhya Pradesh
O01274,C2429,2023-03-29,Completed,UPI,Kolkata,West Bengal
O01275,C4851,2024-06-08,Completed,Debit Card,Lucknow,Uttar Pradesh
O01276,C3002,2025-04-05,Completed,UPI,Surat,Gujarat
O01277,C4892,2024-07-28,Completed,UPI,Kochi,Kerala
O01278,C1995,2024-11-17,Cancelled,UPI,Bhopal,Madhya Pradesh
O01279,C1324,2025-09-01,Completed,COD,Patna,Bihar
O01280,C4318,2024-05-20,Completed,COD,Nagpur,Maharashtra
O01281,C1012,2023-03-15,Returned,UPI,Nagpur,Maharashtra
O01282,C4039,2025-03-16,Completed,COD,Delhi,Delhi
O01283,C0689,2024-08-03,Completed,UPI,Chandigarh,Chandigarh
O01284,C4069,2025-12-28,Completed,Credit Card,Bhubaneswar,Odisha
O01285,C4214,2023-08-11,Completed,Debit Card,Surat,Gujarat
O01286,C4270,2025-06-15,Completed,Credit Card,Indore,Madhya Pradesh
O01287,C1243,2024-01-21,Completed,UPI,Noida,Uttar Pradesh
O01288,C3448,2023-05-02,Completed,COD,Bhopal,Madhya Pradesh
O01289,C2045,2025-01-02,Completed,Credit Card,Mumbai,Maharashtra
O01290,C0441,2025-04-02,Completed,Net Banking,Jaipur,Rajasthan
O01291,C1225,2024-04-01,Completed,COD,Indore,Madhya Pradesh
O01292,C2463,2023-06-13,Completed,COD,Kochi,Kerala
O01293,C4179,2023-04-02,Cancelled,UPI,Kolkata,West Bengal
O01294,C2753,2023-12-02,Returned,Net Banking,Patna,Bihar
O01295,C1753,2024-08-08,Completed,COD,Bhubaneswar,Odisha
O01296,C4443,2025-07-23,Completed,UPI,Chandigarh,Chandigarh
O01297,C4630,2023-11-10,Completed,COD,Ahmedabad,Gujarat
O01298,C3003,2024-08-24,Completed,Debit Card,Hyderabad,Telangana
O01299,C4547,2025-09-20,Completed,Debit Card,Hyderabad,Telangana
O01300,C3217,2025-06-28,Completed,UPI,Kolkata,West Bengal
O01301,C3360,2024-07-14,Completed,UPI,Ahmedabad,Gujarat
O01302,C3943,2024-04-29,Returned,Debit Card,Lucknow,Uttar Pradesh
O01303,C3297,2024-10-17,Completed,UPI,Bengaluru,Karnataka
O01304,C4310,2024-09-18,Completed,UPI,Indore,Madhya Pradesh
O01305,C4015,2023-03-07,Completed,UPI,Surat,Gujarat
O01306,C0900,2023-07-20,Completed,COD,Gurugram,Haryana
O01307,C1190,2024-04-12,Completed,Credit Card,Ahmedabad,Gujarat
O01308,C0653,2024-03-09,Completed,Debit Card,Surat,Gujarat
O01309,C0983,2023-05-18,Completed,COD,Chennai,Tamil Nadu
O01310,C0576,2025-10-12,Completed,UPI,Ahmedabad,Gujarat
O01311,C0333,2025-12-11,Completed,UPI,Mumbai,Maharashtra
O01312,C4308,2025-03-12,Completed,UPI,Lucknow,Uttar Pradesh
O01313,C0289,2025-05-11,Completed,Net Banking,Kolkata,West Bengal
O01314,C2214,2023-05-16,Completed,Credit Card,Chennai,Tamil Nadu
O01315,C2174,2024-03-24,Cancelled,Credit Card,Nagpur,Maharashtra
O01316,C3834,2023-03-10,Completed,COD,Hyderabad,Telangana
O01317,C1056,2025-08-10,Completed,UPI,Noida,Uttar Pradesh
O01318,C4370,2025-03-23,Completed,Debit Card,Lucknow,Uttar Pradesh
O01319,C1325,2025-10-11,Completed,UPI,Mumbai,Maharashtra
O01320,C3596,2023-04-07,Completed,Credit Card,Bhopal,Madhya Pradesh
O01321,C3828,2024-01-12,Completed,UPI,Noida,Uttar Pradesh
O01322,C2663,2025-12-12,Cancelled,UPI,Bhubaneswar,Odisha
O01323,C2324,2023-01-09,Completed,UPI,Bhopal,Madhya Pradesh
O01324,C1883,2025-10-01,Completed,UPI,Lucknow,Uttar Pradesh
O01325,C3064,2023-11-27,Completed,COD,Bhopal,Madhya Pradesh
O01326,C1154,2023-09-08,Returned,UPI,Patna,Bihar
O01327,C3371,2023-12-26,Completed,Debit Card,Indore,Madhya Pradesh
O01328,C0097,2023-12-15,Completed,UPI,Mumbai,Maharashtra
O01329,C0277,2023-05-04,Completed,UPI,Delhi,Delhi
O01330,C2848,2024-09-25,Completed,Debit Card,Kochi,Kerala
O01331,C0332,2023-07-18,Cancelled,Debit Card,Indore,Madhya Pradesh
O01332,C2253,2025-04-08,Completed,UPI,Hyderabad,Telangana
O01333,C4199,2025-07-06,Completed,Debit Card,Bhubaneswar,Odisha
O01334,C3052,2023-01-30,Completed,UPI,Pune,Maharashtra
O01335,C3697,2024-08-18,Cancelled,UPI,Lucknow,Uttar Pradesh
O01336,C2408,2025-11-04,Completed,Debit Card,Hyderabad,Telangana
O01337,C3203,2024-10-16,Completed,Credit Card,Noida,Uttar Pradesh
O01338,C2087,2025-03-31,Cancelled,UPI,Mumbai,Maharashtra
O01339,C0307,2024-04-04,Completed,Credit Card,Mumbai,Maharashtra
O01340,C0884,2023-01-23,Completed,Credit Card,Ahmedabad,Gujarat
O01341,C4290,2023-11-22,Completed,Debit Card,Ahmedabad,Gujarat
O01342,C3590,2025-05-26,Completed,UPI,Kolkata,West Bengal
O01343,C3642,2024-11-15,Completed,COD,Delhi,Delhi
O01344,C4345,2023-09-20,Cancelled,UPI,Ahmedabad,Gujarat
O01345,C2163,2025-03-17,Completed,Credit Card,Chennai,Tamil Nadu
O01346,C3148,2024-03-08,Completed,Debit Card,Bengaluru,Karnataka
O01347,C2784,2024-07-13,Completed,UPI,Kolkata,West Bengal
O01348,C3142,2024-05-22,Returned,COD,Mumbai,Maharashtra
O01349,C4604,2023-02-18,Completed,Debit Card,Surat,Gujarat
O01350,C0155,2023-06-17,Completed,Credit Card,Gurugram,Haryana
O01351,C3631,2024-03-16,Returned,UPI,Nagpur,Maharashtra
O01352,C0461,2024-08-16,Cancelled,UPI,Bhopal,Madhya Pradesh
O01353,C1397,2023-08-16,Completed,COD,Jaipur,Rajasthan
O01354,C0791,2023-08-02,Completed,UPI,Hyderabad,Telangana
O01355,C3710,2025-05-29,Completed,UPI,Gurugram,Haryana
O01356,C1868,2024-08-30,Completed,UPI,Gurugram,Haryana
O01357,C1689,2025-01-19,Completed,UPI,Ahmedabad,Gujarat
O01358,C0577,2025-11-07,Completed,UPI,Kolkata,West Bengal
O01359,C3765,2024-04-11,Completed,COD,Lucknow,Uttar Pradesh
O01360,C2544,2023-12-10,Completed,COD,Kochi,Kerala
O01361,C0362,2023-11-20,Cancelled,COD,Nagpur,Maharashtra
O01362,C0457,2025-12-19,Completed,COD,Noida,Uttar Pradesh
O01363,C3250,2025-05-11,Completed,UPI,Nagpur,Maharashtra
O01364,C4225,2025-12-08,Completed,Net Banking,Surat,Gujarat
O01365,C3562,2024-11-08,Cancelled,UPI,Pune,Maharashtra
O01366,C3111,2024-11-10,Completed,UPI,Bhopal,Madhya Pradesh
O01367,C3530,2025-04-27,Completed,UPI,Delhi,Delhi
O01368,C4908,2024-07-29,Returned,Credit Card,Bhubaneswar,Odisha
O01369,C4969,2024-06-28,Completed,UPI,Delhi,Delhi
O01370,C0350,2023-02-27,Completed,Debit Card,Kolkata,West Bengal
O01371,C2693,2023-03-05,Completed,UPI,Noida,Uttar Pradesh
O01372,C4548,2025-06-17,Completed,Credit Card,Nagpur,Maharashtra
O01373,C4084,2023-05-05,Completed,Debit Card,Hyderabad,Telangana
O01374,C0109,2023-03-02,Returned,COD,Kochi,Kerala
O01375,C1232,2024-01-15,Completed,COD,Indore,Madhya Pradesh
O01376,C0577,2025-09-04,Completed,Credit Card,Kolkata,West Bengal
O01377,C0241,2023-03-07,Completed,Net Banking,Hyderabad,Telangana
O01378,C2639,2025-03-08,Completed,Credit Card,Bhopal,Madhya Pradesh
O01379,C2042,2025-01-24,Completed,Credit Card,Chandigarh,Chandigarh
O01380,C0371,2024-09-23,Completed,UPI,Surat,Gujarat
O01381,C2153,2025-08-15,Completed,UPI,Pune,Maharashtra
O01382,C0098,2023-08-15,Cancelled,UPI,Delhi,Delhi
O01383,C4192,2023-07-11,Completed,Credit Card,Chandigarh,Chandigarh
O01384,C1949,2025-01-21,Completed,Credit Card,Mumbai,Maharashtra
O01385,C1496,2025-08-13,Completed,Credit Card,Indore,Madhya Pradesh
O01386,C2094,2023-04-09,Completed,UPI,Kochi,Kerala
O01387,C2938,2023-12-10,Completed,Credit Card,Patna,Bihar
O01388,C2079,2023-08-31,Completed,UPI,Mumbai,Maharashtra
O01389,C2456,2023-01-20,Completed,Debit Card,Bhopal,Madhya Pradesh
O01390,C3447,2023-12-25,Cancelled,Credit Card,Surat,Gujarat
O01391,C1406,2024-03-08,Completed,Credit Card,Patna,Bihar
O01392,C4812,2025-09-26,Cancelled,UPI,Lucknow,Uttar Pradesh
O01393,C2692,2024-09-02,Completed,UPI,Indore,Madhya Pradesh
O01394,C2746,2024-05-01,Completed,UPI,Kochi,Kerala
O01395,C0973,2023-11-26,Cancelled,UPI,Lucknow,Uttar Pradesh
O01396,C2749,2023-07-04,Completed,UPI,Nagpur,Maharashtra
O01397,C1513,2023-12-01,Completed,UPI,Pune,Maharashtra
O01398,C2924,2024-05-20,Completed,UPI,Noida,Uttar Pradesh
O01399,C0809,2024-04-07,Completed,Debit Card,Mumbai,Maharashtra
O01400,C4695,2025-09-21,Completed,UPI,Chandigarh,Chandigarh
O01401,C4231,2023-01-03,Completed,Debit Card,Chennai,Tamil Nadu
O01402,C0328,2024-10-30,Completed,Debit Card,Surat,Gujarat
O01403,C4295,2023-06-24,Completed,Credit Card,Surat,Gujarat
O01404,C0683,2025-09-26,Completed,Credit Card,Nagpur,Maharashtra
O01405,C3332,2023-10-25,Returned,Credit Card,Bhubaneswar,Odisha
O01406,C0124,2023-04-28,Completed,UPI,Hyderabad,Telangana
O01407,C0754,2025-02-27,Completed,UPI,Lucknow,Uttar Pradesh
O01408,C1607,2024-10-03,Completed,Debit Card,Bhopal,Madhya Pradesh
O01409,C3579,2023-07-25,Completed,Debit Card,Nagpur,Maharashtra
O01410,C4667,2025-11-24,Completed,Credit Card,Delhi,Delhi
O01411,C1469,2023-01-30,Completed,COD,Hyderabad,Telangana
O01412,C2846,2025-07-30,Completed,Credit Card,Patna,Bihar
O01413,C2939,2025-04-02,Completed,UPI,Surat,Gujarat
O01414,C1927,2023-09-14,Completed,Debit Card,Hyderabad,Telangana
O01415,C2428,2023-07-01,Completed,Net Banking,Chandigarh,Chandigarh
O01416,C0165,2023-07-27,Completed,Debit Card,Pune,Maharashtra
O01417,C1510,2025-05-28,Completed,COD,Kochi,Kerala
O01418,C4711,2023-12-08,Completed,UPI,Kochi,Kerala
O01419,C4093,2024-01-13,Completed,UPI,Indore,Madhya Pradesh
O01420,C2811,2024-02-15,Completed,UPI,Bengaluru,Karnataka
O01421,C1201,2024-01-18,Completed,Debit Card,Mumbai,Maharashtra
O01422,C3282,2025-04-16,Completed,Credit Card,Jaipur,Rajasthan
O01423,C0619,2024-07-24,Completed,Credit Card,Kolkata,West Bengal
O01424,C2713,2024-01-04,Completed,UPI,Kochi,Kerala
O01425,C4955,2023-10-07,Returned,Debit Card,Lucknow,Uttar Pradesh
O01426,C3724,2023-03-13,Completed,COD,Delhi,Delhi
O01427,C1687,2024-09-14,Completed,UPI,Chennai,Tamil Nadu
O01428,C1607,2024-05-19,Completed,UPI,Bhopal,Madhya Pradesh
O01429,C4733,2025-08-07,Completed,UPI,Patna,Bihar
