order_item_id,order_id,product_id,quantity,discount,unit_price
OI007971,O04243,P0152,3,0.1,1368.76
OI007972,O04243,P0214,2,0.0,750.29
OI007973,O04244,P0116,1,0.2,30307.3
OI007974,O04245,P0265,1,0.05,4366.08
OI007975,O04245,P0110,2,0.05,331.8
OI007976,O04246,P0068,1,0.2,1256.22
OI007977,O04246,P0145,1,0.0,1100.58
OI007978,O04247,P0251,1,0.05,7516.78
OI007979,O04247,P0068,1,0.05,1256.22
OI007980,O04248,P0407,2,0.05,12334.48
OI007981,O04248,P0198,3,0.1,5966.16
OI007982,O04248,P0283,1,0.05,55510.24
OI007983,O04249,P0202,1,0.0,636.25
OI007984,O04249,P0258,2,0.2,1538.5
OI007985,O04250,P0075,2,0.0,1749.09
OI007986,O04251,P0160,2,0.1,1481.54
OI007987,O04252,P0136,1,0.1,487.17
OI007988,O04253,P0426,1,0.0,656.37
OI007989,O04254,P0294,1,0.0,7542.56
OI007990,O04255,P0449,1,0.0,1299.7
OI007991,O04256,P0357,2,0.0,440.52
OI007992,O04257,P0488,2,0.15,39842.04
OI007993,O04258,P0045,1,0.1,448.84
OI007994,O04259,P0219,1,0.05,1529.74
OI007995,O04259,P0245,1,0.1,1082.72
OI007996,O04259,P0434,1,0.15,54889.94
OI007997,O04259,P0107,1,0.05,1050.76
OI007998,O04260,P0337,1,0.05,1754.01
OI007999,O04260,P0038,2,0.1,56272.22
OI008000,O04260,P0282,1,0.1,31404.57
OI008001,O04260,P0288,2,0.05,16003.12
OI008002,O04261,P0372,1,0.1,1030.81
OI008003,O04262,P0134,1,0.05,28242.38
OI008004,O04262,P0192,2,0.0,1517.14
OI008005,O04262,P0270,1,0.05,910.01
OI008006,O04263,P0327,1,0.15,14900.19
OI008007,O04263,P0108,3,0.15,2823.68
OI008008,O04264,P0299,2,0.0,1421.67
OI008009,O04264,P0166,3,0.1,1458.1
OI008010,O04265,P0111,1,0.2,16996.49
OI008011,O04265,P0281,1,0.05,56642.72
OI008012,O04266,P0424,1,0.1,4461.81
OI008013,O04266,P0129,3,0.0,2319.56
OI008014,O04266,P0250,1,0.0,19616.81
OI008015,O04267,P0263,1,0.15,2111.79
OI008016,O04267,P0417,3,0.05,451.39
OI008017,O04268,P0296,1,0.0,346.42
OI008018,O04269,P0296,3,0.0,346.42
OI008019,O04269,P0402,1,0.2,1263.86
OI008020,O04269,P0226,1,0.15,50755.26
OI008021,O04270,P0365,1,0.1,307.23
OI008022,O04270,P0010,1,0.1,800.98
OI008023,O04271,P0140,1,0.1,6520.36
OI008024,O04272,P0468,1,0.1,698.97
OI008025,O04272,P0290,1,0.15,554.76
OI008026,O04273,P0327,1,0.1,14900.19
OI008027,O04273,P0151,1,0.05,2452.36
OI008028,O04274,P0447,1,0.1,1613.98
OI008029,O04275,P0474,1,0.05,9019.97
OI008030,O04275,P0198,1,0.0,5966.16
OI008031,O04275,P0378,1,0.2,4244.37
OI008032,O04276,P0338,1,0.1,1804.55
OI008033,O04276,P0406,1,0.0,284.29
OI008034,O04276,P0201,2,0.05,26384.4
OI008035,O04277,P0302,1,0.1,2111.29
OI008036,O04277,P0332,1,0.1,7929.99
OI008037,O04278,P0109,1,0.05,378.54
OI008038,O04279,P0418,1,0.0,2097.91
OI008039,O04279,P0185,1,0.05,2348.45
OI008040,O04280,P0328,1,0.0,8216.24
OI008041,O04281,P0065,1,0.05,937.04
OI008042,O04281,P0013,2,0.05,6213.54
OI008043,O04282,P0084,3,0.15,486.41
OI008044,O04283,P0069,1,0.0,1542.85
OI008045,O04283,P0333,1,0.1,13799.36
OI008046,O04284,P0287,1,0.0,23897.23
OI008047,O04284,P0054,2,0.05,915.61
OI008048,O04285,P0360,1,0.15,28814.32
OI008049,O04285,P0060,1,0.1,1173.8
OI008050,O04286,P0024,2,0.1,1887.37
OI008051,O04287,P0490,2,0.1,5181.92
OI008052,O04287,P0270,2,0.05,910.01
OI008053,O04288,P0234,1,0.1,2137.17
OI008054,O04288,P0267,1,0.15,925.93
OI008055,O04289,P0082,1,0.0,728.72
OI008056,O04289,P0111,1,0.0,16996.49
OI008057,O04289,P0224,1,0.05,45439.97
OI008058,O04290,P0098,1,0.1,1840.64
OI008059,O04290,P0255,1,0.0,2334.66
OI008060,O04291,P0485,1,0.0,564.63
OI008061,O04291,P0392,1,0.0,2158.68
OI008062,O04292,P0301,3,0.05,2141.28
OI008063,O04292,P0089,1,0.0,1042.45
OI008064,O04293,P0180,2,0.2,846.25
OI008065,O04294,P0235,1,0.1,35484.17
OI008066,O04295,P0119,2,0.0,1722.52
OI008067,O04295,P0386,1,0.15,748.87
OI008068,O04296,P0312,1,0.05,18439.02
OI008069,O04296,P0245,1,0.0,1082.72
OI008070,O04297,P0329,1,0.05,15448.51
OI008071,O04297,P0179,1,0.0,557.58
OI008072,O04297,P0299,1,0.05,1421.67
OI008073,O04298,P0005,1,0.0,1277.7
OI008074,O04298,P0179,1,0.0,557.58
OI008075,O04298,P0013,1,0.0,6213.54
OI008076,O04299,P0237,2,0.1,33372.82
OI008077,O04300,P0428,1,0.05,29925.84
OI008078,O04301,P0221,1,0.05,703.03
OI008079,O04302,P0304,1,0.0,24265.75
OI008080,O04303,P0126,1,0.05,1930.05
OI008081,O04303,P0360,1,0.1,28814.32
OI008082,O04303,P0461,2,0.0,21095.88
OI008083,O04304,P0239,3,0.0,6315.78
OI008084,O04305,P0251,1,0.0,7516.78
OI008085,O04305,P0307,1,0.0,18668.48
OI008086,O04305,P0055,1,0.1,1049.0
OI008087,O04306,P0416,2,0.0,1496.72
OI008088,O04307,P0291,1,0.1,18361.75
OI008089,O04308,P0291,1,0.15,18361.75
OI008090,O04308,P0467,1,0.1,10480.23
OI008091,O04309,P0416,1,0.0,1496.72
OI008092,O04309,P0116,3,0.15,30307.3
OI008093,O04310,P0056,1,0.1,9462.21
OI008094,O04310,P0311,2,0.05,27175.09
OI008095,O04311,P0098,1,0.0,1840.64
OI008096,O04312,P0171,2,0.15,984.75
OI008097,O04312,P0169,1,0.0,54527.7
OI008098,O04312,P0292,1,0.2,1730.94
OI008099,O04312,P0095,1,0.0,789.39
OI008100,O04313,P0088,1,0.0,499.34
OI008101,O04314,P0378,1,0.1,4244.37
OI008102,O04314,P0006,1,0.0,2085.89
OI008103,O04314,P0016,1,0.1,262.26
OI008104,O04315,P0242,1,0.05,3997.68
OI008105,O04316,P0368,1,0.05,16305.93
OI008106,O04316,P0192,2,0.0,1517.14
OI008107,O04316,P0058,2,0.15,3095.61
OI008108,O04317,P0244,1,0.15,330.32
OI008109,O04317,P0430,1,0.05,5111.31
OI008110,O04318,P0152,3,0.0,1368.76
OI008111,O04318,P0248,1,0.1,2340.7
OI008112,O04319,P0270,1,0.05,910.01
OI008113,O04320,P0418,1,0.0,2097.91
OI008114,O04320,P0424,1,0.0,4461.81
OI008115,O04321,P0216,2,0.15,14968.28
OI008116,O04321,P0297,2,0.2,1396.46
OI008117,O04321,P0157,2,0.0,5355.23
OI008118,O04321,P0307,1,0.0,18668.48
OI008119,O04322,P0499,1,0.0,726.92
OI008120,O04323,P0118,1,0.05,665.22
OI008121,O04324,P0325,1,0.1,1568.87
OI008122,O04324,P0161,1,0.1,30912.64
OI008123,O04325,P0371,2,0.0,33964.89
OI008124,O04325,P0411,1,0.05,3236.93
OI008125,O04326,P0474,1,0.0,9019.97
OI008126,O04327,P0367,2,0.05,614.77
OI008127,O04327,P0406,1,0.2,284.29
OI008128,O04327,P0352,1,0.0,26913.75
OI008129,O04328,P0426,1,0.0,656.37
OI008130,O04328,P0322,1,0.15,59666.87
OI008131,O04329,P0075,1,0.2,1749.09
OI008132,O04329,P0461,1,0.1,21095.88
OI008133,O04330,P0316,1,0.05,693.55
OI008134,O04330,P0277,1,0.15,1152.38
OI008135,O04330,P0217,1,0.0,27206.4
OI008136,O04331,P0321,2,0.0,1946.49
OI008137,O04332,P0259,1,0.15,2026.88
OI008138,O04333,P0154,1,0.0,20668.37
OI008139,O04333,P0129,2,0.0,2319.56
OI008140,O04333,P0103,1,0.0,53700.49
OI008141,O04334,P0369,1,0.05,12732.55
OI008142,O04334,P0260,2,0.1,13063.8
OI008143,O04334,P0215,2,0.05,22760.18
OI008144,O04335,P0094,3,0.2,55697.66
OI008145,O04336,P0113,1,0.05,689.39
OI008146,O04337,P0310,1,0.1,4838.53
OI008147,O04337,P0213,1,0.1,654.12
OI008148,O04337,P0369,1,0.0,12732.55
OI008149,O04338,P0058,1,0.0,3095.61
OI008150,O04338,P0394,1,0.1,1018.48
OI008151,O04339,P0128,1,0.1,43166.92
OI008152,O04339,P0181,3,0.15,2757.39
OI008153,O04339,P0014,1,0.15,521.11
OI008154,O04340,P0355,1,0.05,30819.58
OI008155,O04340,P0283,2,0.0,55510.24
OI008156,O04340,P0292,1,0.05,1730.94
OI008157,O04341,P0277,1,0.15,1152.38
OI008158,O04342,P0400,2,0.05,783.87
OI008159,O04342,P0184,1,0.15,13360.04
OI008160,O04342,P0474,1,0.15,9019.97
OI008161,O04342,P0333,3,0.1,13799.36
OI008162,O04343,P0459,3,0.05,40802.45
OI008163,O04343,P0202,1,0.05,636.25
OI008164,O04344,P0166,1,0.0,1458.1
OI008165,O04344,P0483,3,0.1,19926.29
OI008166,O04344,P0089,2,0.15,1042.45
OI008167,O04345,P0020,1,0.0,3651.62
OI008168,O04345,P0132,2,0.0,44561.15
OI008169,O04346,P0054,1,0.05,915.61
OI008170,O04347,P0159,2,0.0,44698.32
OI008171,O04347,P0389,3,0.05,1059.78
OI008172,O04348,P0379,1,0.05,770.51
OI008173,O04348,P0240,2,0.2,2836.77
OI008174,O04349,P0056,1,0.15,9462.21
OI008175,O04349,P0244,1,0.05,330.32
OI008176,O04349,P0220,1,0.05,1748.58
OI008177,O04349,P0358,1,0.0,3913.07
OI008178,O04350,P0307,1,0.2,18668.48
OI008179,O04350,P0035,1,0.0,2616.7
OI008180,O04351,P0496,1,0.15,2384.01
OI008181,O04352,P0473,1,0.05,10511.25
OI008182,O04352,P0118,1,0.0,665.22
OI008183,O04353,P0288,1,0.1,16003.12
OI008184,O04354,P0468,3,0.0,698.97
OI008185,O04354,P0224,1,0.15,45439.97
OI008186,O04354,P0354,1,0.2,663.27
OI008187,O04354,P0471,3,0.05,596.39
OI008188,O04355,P0398,1,0.0,906.48
OI008189,O04355,P0215,1,0.0,22760.18
OI008190,O04356,P0274,1,0.0,49610.04
OI008191,O04356,P0002,1,0.05,513.95
OI008192,O04356,P0410,1,0.15,15658.55
OI008193,O04356,P0432,2,0.05,934.25
OI008194,O04357,P0145,1,0.0,1100.58
OI008195,O04358,P0481,2,0.2,822.86
OI008196,O04358,P0137,1,0.1,14168.04
OI008197,O04359,P0065,1,0.0,937.04
OI008198,O04360,P0302,3,0.0,2111.29
OI008199,O04360,P0162,2,0.0,1803.31
OI008200,O04361,P0290,1,0.0,554.76
OI008201,O04361,P0293,2,0.1,25902.61
OI008202,O04362,P0422,1,0.1,246.11
OI008203,O04362,P0374,3,0.1,12543.35
OI008204,O04363,P0448,1,0.1,1972.56
OI008205,O04364,P0401,1,0.15,1273.49
OI008206,O04365,P0365,1,0.1,307.23
OI008207,O04366,P0251,1,0.0,7516.78
OI008208,O04366,P0217,3,0.0,27206.4
OI008209,O04366,P0380,1,0.1,1794.34
OI008210,O04367,P0235,1,0.1,35484.17
OI008211,O04367,P0068,1,0.05,1256.22
OI008212,O04368,P0156,1,0.1,1509.01
OI008213,O04368,P0337,1,0.0,1754.01
OI008214,O04368,P0194,1,0.15,1575.31
OI008215,O04369,P0285,1,0.05,26941.99
OI008216,O04370,P0361,2,0.05,55858.93
OI008217,O04371,P0051,2,0.1,2625.06
OI008218,O04372,P0418,1,0.0,2097.91
OI008219,O04372,P0465,1,0.0,5684.87
OI008220,O04373,P0035,2,0.05,2616.7
OI008221,O04373,P0206,1,0.0,457.31
OI008222,O04374,P0281,3,0.0,56642.72
OI008223,O04375,P0340,1,0.1,32636.03
OI008224,O04376,P0496,3,0.0,2384.01
OI008225,O04376,P0356,1,0.05,1479.73
OI008226,O04377,P0424,2,0.0,4461.81
OI008227,O04377,P0124,1,0.05,47376.71
OI008228,O04378,P0055,1,0.05,1049.0
OI008229,O04378,P0310,1,0.05,4838.53
OI008230,O04378,P0303,3,0.15,5181.97
OI008231,O04379,P0446,1,0.0,4963.89
OI008232,O04379,P0465,1,0.05,5684.87
OI008233,O04380,P0152,1,0.15,1368.76
OI008234,O04381,P0281,1,0.1,56642.72
OI008235,O04381,P0389,1,0.0,1059.78
OI008236,O04382,P0150,3,0.0,332.6
OI008237,O04383,P0197,2,0.05,257.53
OI008238,O04383,P0135,1,0.15,749.75
OI008239,O04384,P0097,2,0.2,1186.2
OI008240,O04385,P0274,1,0.1,49610.04
OI008241,O04386,P0171,1,0.0,984.75
OI008242,O04386,P0218,1,0.0,7588.13
OI008243,O04387,P0421,1,0.0,55926.33
OI008244,O04388,P0350,1,0.05,52392.94
OI008245,O04388,P0367,1,0.05,614.77
OI008246,O04388,P0031,1,0.05,6781.06
OI008247,O04389,P0213,2,0.05,654.12
OI008248,O04390,P0364,2,0.0,7613.44
OI008249,O04391,P0328,1,0.05,8216.24
OI008250,O04391,P0363,1,0.05,4154.64
OI008251,O04391,P0396,2,0.1,31007.81
OI008252,O04392,P0482,1,0.0,1036.66
OI008253,O04393,P0267,1,0.0,925.93
OI008254,O04394,P0170,1,0.15,31666.18
OI008255,O04395,P0327,1,0.05,14900.19
OI008256,O04395,P0023,2,0.05,4138.83
OI008257,O04395,P0083,1,0.0,4107.0
OI008258,O04396,P0081,1,0.05,3108.0
OI008259,O04397,P0088,1,0.0,499.34
OI008260,O04397,P0270,1,0.1,910.01
OI008261,O04398,P0130,1,0.05,5536.61
OI008262,O04399,P0016,1,0.2,262.26
OI008263,O04399,P0160,3,0.1,1481.54
OI008264,O04400,P0001,1,0.15,2221.48
OI008265,O04401,P0212,1,0.05,1982.97
OI008266,O04401,P0475,1,0.05,574.51
OI008267,O04402,P0386,1,0.0,748.87
OI008268,O04403,P0284,2,0.15,1036.9
OI008269,O04403,P0179,1,0.1,557.58
OI008270,O04404,P0006,2,0.05,2085.89
OI008271,O04404,P0397,1,0.1,726.5
OI008272,O04405,P0315,1,0.0,965.84
OI008273,O04406,P0479,2,0.2,2997.38
OI008274,O04407,P0246,2,0.05,1592.72
OI008275,O04407,P0463,1,0.15,1453.73
OI008276,O04408,P0181,1,0.05,2757.39
OI008277,O04408,P0271,2,0.1,6601.9
OI008278,O04408,P0409,1,0.05,388.5
OI008279,O04409,P0201,1,0.2,26384.4
OI008280,O04409,P0297,1,0.05,1396.46
OI008281,O04409,P0104,1,0.05,3379.66
OI008282,O04409,P0146,1,0.1,1143.39
OI008283,O04410,P0485,1,0.0,564.63
OI008284,O04410,P0262,1,0.0,1477.11
OI008285,O04411,P0221,1,0.1,703.03
OI008286,O04412,P0359,1,0.0,5454.98
OI008287,O04412,P0328,1,0.05,8216.24
OI008288,O04412,P0279,1,0.2,2282.91
OI008289,O04412,P0054,1,0.0,915.61
OI008290,O04413,P0288,2,0.15,16003.12
OI008291,O04414,P0387,2,0.1,4102.62
OI008292,O04415,P0109,1,0.0,378.54
OI008293,O04415,P0352,3,0.05,26913.75
OI008294,O04415,P0197,2,0.05,257.53
OI008295,O04415,P0316,1,0.05,693.55
OI008296,O04416,P0205,1,0.05,3204.49
OI008297,O04417,P0323,2,0.1,2651.04
OI008298,O04417,P0052,1,0.05,20564.08
OI008299,O04418,P0025,1,0.0,6316.68
OI008300,O04419,P0418,1,0.1,2097.91
OI008301,O04419,P0338,1,0.1,1804.55
OI008302,O04420,P0041,1,0.1,8184.73
OI008303,O04420,P0346,1,0.05,1031.36
OI008304,O04420,P0195,1,0.05,10292.55
OI008305,O04420,P0446,1,0.15,4963.89
OI008306,O04421,P0295,1,0.15,5850.73
OI008307,O04421,P0371,1,0.05,33964.89
OI008308,O04421,P0361,1,0.05,55858.93
OI008309,O04421,P0245,1,0.0,1082.72
OI008310,O04422,P0330,2,0.1,681.81
OI008311,O04423,P0110,1,0.05,331.8
OI008312,O04423,P0034,1,0.15,1194.41
OI008313,O04423,P0447,1,0.05,1613.98
OI008314,O04424,P0356,2,0.0,1479.73
OI008315,O04424,P0310,1,0.0,4838.53
OI008316,O04425,P0154,1,0.1,20668.37
OI008317,O04425,P0196,1,0.15,11656.68
OI008318,O04425,P0462,2,0.05,2389.96
OI008319,O04426,P0378,1,0.0,4244.37
OI008320,O04427,P0425,1,0.05,52302.1
OI008321,O04428,P0261,1,0.0,309.26
OI008322,O04429,P0216,1,0.0,14968.28
OI008323,O04429,P0254,2,0.15,19575.47
OI008324,O04429,P0201,1,0.0,26384.4
OI008325,O04430,P0192,1,0.15,1517.14
OI008326,O04430,P0099,1,0.0,15652.05
OI008327,O04430,P0073,2,0.2,4141.58
OI008328,O04431,P0361,2,0.2,55858.93
OI008329,O04432,P0256,1,0.1,1340.67
OI008330,O04432,P0401,1,0.05,1273.49
OI008331,O04433,P0283,3,0.05,55510.24
OI008332,O04434,P0140,1,0.15,6520.36
OI008333,O04435,P0399,1,0.05,1978.06
OI008334,O04435,P0302,3,0.1,2111.29
OI008335,O04436,P0017,2,0.0,3788.75
OI008336,O04436,P0081,2,0.05,3108.0
OI008337,O04436,P0010,1,0.0,800.98
OI008338,O04437,P0334,1,0.0,10521.47
OI008339,O04437,P0365,1,0.05,307.23
OI008340,O04437,P0122,1,0.05,1224.32
OI008341,O04438,P0337,1,0.0,1754.01
OI008342,O04438,P0407,1,0.1,12334.48
OI008343,O04439,P0191,1,0.05,824.8
OI008344,O04439,P0299,1,0.1,1421.67
OI008345,O04439,P0381,1,0.0,11957.49
OI008346,O04440,P0270,2,0.0,910.01
OI008347,O04441,P0126,1,0.15,1930.05
OI008348,O04441,P0415,2,0.1,2345.44
OI008349,O04441,P0246,1,0.0,1592.72
OI008350,O04442,P0364,2,0.05,7613.44
OI008351,O04442,P0175,1,0.05,12731.92
OI008352,O04442,P0090,1,0.0,1508.51
OI008353,O04443,P0286,2,0.0,57040.57
OI008354,O04444,P0386,2,0.05,748.87
OI008355,O04444,P0462,1,0.1,2389.96
OI008356,O04445,P0406,1,0.05,284.29
OI008357,O04446,P0044,1,0.0,59238.58
OI008358,O04447,P0448,1,0.2,1972.56
OI008359,O04447,P0354,2,0.0,663.27
OI008360,O04447,P0352,1,0.1,26913.75
OI008361,O04447,P0281,2,0.05,56642.72
OI008362,O04448,P0049,1,0.05,1929.71
OI008363,O04449,P0412,3,0.0,2807.84
OI008364,O04450,P0380,1,0.05,1794.34
OI008365,O04451,P0018,1,0.05,766.44
OI008366,O04451,P0027,2,0.0,7461.34
OI008367,O04452,P0106,1,0.05,4136.32
OI008368,O04453,P0190,2,0.1,538.75
OI008369,O04454,P0443,2,0.1,754.99
OI008370,O04454,P0044,1,0.1,59238.58
OI008371,O04454,P0053,1,0.0,758.66
OI008372,O04454,P0189,1,0.1,2001.46
OI008373,O04455,P0360,1,0.1,28814.32
OI008374,O04455,P0056,1,0.05,9462.21
OI008375,O04455,P0184,1,0.1,13360.04
OI008376,O04456,P0151,2,0.15,2452.36
OI008377,O04457,P0032,2,0.05,5344.27
OI008378,O04458,P0149,1,0.1,19302.4
OI008379,O04458,P0003,1,0.2,1017.51
OI008380,O04459,P0135,3,0.2,749.75
OI008381,O04459,P0099,3,0.0,15652.05
OI008382,O04459,P0130,2,0.2,5536.61
OI008383,O04460,P0404,2,0.0,2441.23
OI008384,O04460,P0269,1,0.15,1020.48
OI008385,O04460,P0029,2,0.15,1061.1
OI008386,O04460,P0481,1,0.15,822.86
OI008387,O04461,P0062,1,0.15,27641.39
OI008388,O04462,P0093,1,0.1,14198.8
OI008389,O04462,P0044,1,0.15,59238.58
OI008390,O04463,P0185,1,0.15,2348.45
OI008391,O04464,P0212,2,0.0,1982.97
OI008392,O04465,P0417,1,0.1,451.39
OI008393,O04465,P0399,3,0.1,1978.06
OI008394,O04465,P0495,3,0.1,1480.7
OI008395,O04466,P0167,2,0.0,3698.11
OI008396,O04466,P0190,2,0.0,538.75
OI008397,O04466,P0218,1,0.1,7588.13
OI008398,O04467,P0001,1,0.0,2221.48
OI008399,O04467,P0024,1,0.05,1887.37
OI008400,O04467,P0402,2,0.1,1263.86
OI008401,O04467,P0125,2,0.1,22069.6
OI008402,O04468,P0058,1,0.0,3095.61
OI008403,O04469,P0473,1,0.1,10511.25
OI008404,O04470,P0137,1,0.2,14168.04
OI008405,O04470,P0235,1,0.05,35484.17
OI008406,O04470,P0227,2,0.0,859.27
OI008407,O04471,P0094,1,0.1,55697.66
OI008408,O04472,P0396,1,0.0,31007.81
OI008409,O04472,P0458,1,0.05,11047.76
OI008410,O04473,P0252,1,0.1,1238.3
OI008411,O04473,P0122,1,0.15,1224.32
OI008412,O04474,P0421,1,0.05,55926.33
OI008413,O04475,P0401,1,0.0,1273.49
OI008414,O04476,P0207,1,0.05,853.02
OI008415,O04476,P0443,2,0.0,754.99
OI008416,O04477,P0005,1,0.1,1277.7
OI008417,O04478,P0042,2,0.0,17353.98
OI008418,O04478,P0140,1,0.1,6520.36
OI008419,O04478,P0145,3,0.0,1100.58
OI008420,O04478,P0004,1,0.0,24509.29
OI008421,O04479,P0472,1,0.05,4464.22
OI008422,O04479,P0010,1,0.1,800.98
OI008423,O04480,P0171,2,0.05,984.75
OI008424,O04480,P0252,1,0.1,1238.3
OI008425,O04480,P0026,2,0.05,1402.03
OI008426,O04481,P0187,1,0.0,7734.02
OI008427,O04481,P0247,1,0.0,1145.5
OI008428,O04481,P0425,1,0.0,52302.1
OI008429,O04481,P0090,1,0.1,1508.51
OI008430,O04482,P0084,2,0.15,486.41
OI008431,O04483,P0358,1,0.0,3913.07
OI008432,O04484,P0276,1,0.15,7190.17
OI008433,O04484,P0323,1,0.0,2651.04
OI008434,O04484,P0032,1,0.0,5344.27
OI008435,O04485,P0238,1,0.0,11307.77
OI008436,O04485,P0108,2,0.05,2823.68
OI008437,O04485,P0010,2,0.05,800.98
OI008438,O04486,P0006,1,0.0,2085.89
OI008439,O04487,P0289,1,0.0,19514.61
OI008440,O04487,P0482,1,0.0,1036.66
OI008441,O04487,P0002,1,0.1,513.95
OI008442,O04487,P0309,1,0.0,8852.86
OI008443,O04488,P0426,1,0.05,656.37
OI008444,O04488,P0097,1,0.05,1186.2
OI008445,O04489,P0412,1,0.0,2807.84
OI008446,O04489,P0380,1,0.15,1794.34
OI008447,O04490,P0308,2,0.05,9828.42
OI008448,O04490,P0210,2,0.2,692.05
OI008449,O04490,P0375,1,0.1,3976.93
OI008450,O04491,P0359,1,0.0,5454.98
OI008451,O04492,P0129,2,0.0,2319.56
OI008452,O04492,P0463,1,0.05,1453.73
OI008453,O04493,P0442,1,0.0,1077.24
OI008454,O04494,P0148,1,0.0,19839.55
OI008455,O04495,P0224,1,0.05,45439.97
OI008456,O04496,P0397,2,0.0,726.5
OI008457,O04497,P0441,1,0.0,60173.16
OI008458,O04497,P0008,1,0.0,2014.16
OI008459,O04498,P0086,1,0.0,935.33
OI008460,O04498,P0326,1,0.0,11070.5
OI008461,O04499,P0132,2,0.0,44561.15
OI008462,O04500,P0414,1,0.0,12075.03
OI008463,O04501,P0401,1,0.05,1273.49
OI008464,O04502,P0409,1,0.1,388.5
OI008465,O04503,P0331,1,0.1,23081.69
OI008466,O04504,P0035,2,0.0,2616.7
OI008467,O04505,P0010,3,0.0,800.98
OI008468,O04506,P0396,1,0.0,31007.81
OI008469,O04507,P0024,2,0.0,1887.37
OI008470,O04507,P0233,2,0.0,14294.54
OI008471,O04508,P0299,1,0.1,1421.67
OI008472,O04509,P0181,2,0.0,2757.39
OI008473,O04510,P0170,2,0.1,31666.18
OI008474,O04511,P0169,1,0.0,54527.7
OI008475,O04512,P0112,2,0.0,27719.85
OI008476,O04513,P0309,1,0.0,8852.86
OI008477,O04513,P0190,2,0.0,538.75
OI008478,O04513,P0261,2,0.0,309.26
OI008479,O04514,P0052,1,0.1,20564.08
OI008480,O04515,P0376,2,0.0,36504.09
OI008481,O04516,P0324,2,0.05,1118.5
OI008482,O04517,P0296,1,0.15,346.42
OI008483,O04517,P0451,2,0.05,918.1
OI008484,O04517,P0325,1,0.0,1568.87
OI008485,O04517,P0254,1,0.1,19575.47
OI008486,O04518,P0366,2,0.0,1957.78
OI008487,O04519,P0005,1,0.1,1277.7
OI008488,O04519,P0339,2,0.1,47694.64
OI008489,O04519,P0042,1,0.0,17353.98
OI008490,O04520,P0281,1,0.1,56642.72
OI008491,O04521,P0292,1,0.0,1730.94
OI008492,O04521,P0217,1,0.1,27206.4
OI008493,O04521,P0025,1,0.0,6316.68
OI008494,O04522,P0451,1,0.05,918.1
OI008495,O04522,P0229,3,0.1,50444.39
OI008496,O04523,P0407,2,0.0,12334.48
OI008497,O04523,P0138,2,0.0,23653.68
OI008498,O04524,P0268,1,0.1,442.37
OI008499,O04525,P0001,1,0.15,2221.48
OI008500,O04525,P0064,1,0.1,1182.06
OI008501,O04525,P0010,1,0.1,800.98
OI008502,O04526,P0428,1,0.0,29925.84
OI008503,O04526,P0299,1,0.1,1421.67
OI008504,O04527,P0260,1,0.0,13063.8
OI008505,O04527,P0284,3,0.1,1036.9
OI008506,O04528,P0197,1,0.2,257.53
OI008507,O04528,P0003,2,0.0,1017.51
OI008508,O04529,P0010,1,0.05,800.98
OI008509,O04530,P0023,1,0.0,4138.83
OI008510,O04530,P0326,1,0.0,11070.5
OI008511,O04530,P0039,1,0.15,622.9
OI008512,O04531,P0391,2,0.1,465.53
OI008513,O04532,P0407,1,0.1,12334.48
OI008514,O04533,P0495,1,0.0,1480.7
OI008515,O04533,P0215,3,0.05,22760.18
OI008516,O04534,P0424,1,0.0,4461.81
OI008517,O04535,P0466,1,0.15,1253.39
OI008518,O04535,P0136,1,0.0,487.17
OI008519,O04535,P0319,1,0.0,1991.66
OI008520,O04535,P0163,3,0.05,1439.63
OI008521,O04536,P0398,3,0.1,906.48
OI008522,O04537,P0426,1,0.15,656.37
OI008523,O04537,P0483,1,0.0,19926.29
OI008524,O04538,P0057,2,0.1,2203.21
OI008525,O04538,P0280,1,0.05,1675.72
OI008526,O04539,P0496,2,0.1,2384.01
OI008527,O04539,P0470,1,0.15,313.24
OI008528,O04540,P0458,1,0.05,11047.76
OI008529,O04541,P0149,1,0.0,19302.4
OI008530,O04542,P0266,1,0.0,5324.42
OI008531,O04542,P0001,1,0.2,2221.48
OI008532,O04542,P0325,1,0.0,1568.87
OI008533,O04542,P0398,3,0.05,906.48
OI008534,O04543,P0049,2,0.15,1929.71
OI008535,O04543,P0222,2,0.15,726.63
OI008536,O04543,P0085,2,0.0,25792.46
OI008537,O04544,P0340,1,0.05,32636.03
OI008538,O04544,P0038,1,0.15,56272.22
OI008539,O04545,P0237,1,0.15,33372.82
OI008540,O04546,P0112,1,0.15,27719.85
OI008541,O04546,P0190,1,0.05,538.75
OI008542,O04546,P0070,1,0.2,1249.39
OI008543,O04547,P0168,1,0.05,4535.55
OI008544,O04547,P0209,1,0.05,42626.33
OI008545,O04548,P0188,3,0.0,1304.41
OI008546,O04549,P0480,1,0.05,5481.31
OI008547,O04550,P0138,1,0.1,23653.68
OI008548,O04550,P0227,1,0.05,859.27
OI008549,O04551,P0347,1,0.0,4872.63
OI008550,O04551,P0162,2,0.15,1803.31
OI008551,O04552,P0196,3,0.05,11656.68
OI008552,O04553,P0077,1,0.0,27183.7
OI008553,O04554,P0411,1,0.1,3236.93
OI008554,O04555,P0447,1,0.0,1613.98
OI008555,O04556,P0220,1,0.0,1748.58
OI008556,O04556,P0464,1,0.1,1359.18
OI008557,O04557,P0279,1,0.0,2282.91
