product_id,product_name,category,sub_category,price,cost
P0412,Fragrance Product 412,Beauty,Fragrance,2807.84,1436.59
P0413,Smartphones Product 413,Electronics,Smartphones,1178.07,744.87
P0414,Outdoor Product 414,Sports,Outdoor,12075.03,7038.68
P0415,Men Clothing Product 415,Fashion,Men Clothing,2345.44,1230.95
P0416,Haircare Product 416,Beauty,Haircare,1496.72,1186.7
P0417,Skincare Product 417,Beauty,Skincare,451.39,326.11
P0418,Skincare Product 418,Beauty,Skincare,2097.91,1684.8
P0419,Fitness Product 419,Sports,Fitness,625.22,351.17
P0420,Appliances Product 420,Home & Kitchen,Appliances,24938.24,14695.87
P0421,Fragrance Product 421,Beauty,Fragrance,55926.33,33351.62
P0422,Accessories Product 422,Electronics,Accessories,246.11,190.32
P0423,Sportswear Product 423,Sports,Sportswear,3929.19,2184.79
P0424,Footwear Product 424,Fashion,Footwear,4461.81,2719.47
P0425,Accessories Product 425,Electronics,Accessories,52302.1,40236.71
P0426,Home Decor Product 426,Home & Kitchen,Home Decor,656.37,512.42
P0427,Footwear Product 427,Fashion,Footwear,1287.64,694.21
P0428,Laptops Product 428,Electronics,Laptops,29925.84,22391.84
P0429,Equipment Product 429,Sports,Equipment,13557.49,9632.31
P0430,Women Clothing Product 430,Fashion,Women Clothing,5111.31,4274.91
P0431,Equipment Product 431,Sports,Equipment,8875.25,5428.53
P0432,Fitness Product 432,Sports,Fitness,934.25,725.06
P0433,Sportswear Product 433,Sports,Sportswear,290.0,152.92
P0434,Makeup Product 434,Beauty,Makeup,54889.94,40078.09
P0435,Kitchen Product 435,Home & Kitchen,Kitchen,663.02,488.47
P0436,Kitchen Product 436,Home & Kitchen,Kitchen,1480.54,1243.85
P0437,Accessories Product 437,Electronics,Accessories,8041.97,6028.01
P0438,Furniture Product 438,Home & Kitchen,Furniture,24434.93,14706.23
P0439,Sportswear Product 439,Sports,Sportswear,13006.62,10115.21
P0440,Fitness Product 440,Sports,Fitness,1150.47,788.18
P0441,Equipment Product 441,Sports,Equipment,60173.16,35046.7
P0442,Sportswear Product 442,Sports,Sportswear,1077.24,908.62
P0443,Fragrance Product 443,Beauty,Fragrance,754.99,464.36
P0444,Fitness Product 444,Sports,Fitness,1039.23,746.61
P0445,Smartphones Product 445,Electronics,Smartphones,5409.5,3346.23
P0446,Equipment Product 446,Sports,Equipment,4963.89,3464.08
P0447,Women Clothing Product 447,Fashion,Women Clothing,1613.98,1168.13
P0448,Men Clothing Product 448,Fashion,Men Clothing,1972.56,1079.07
P0449,Outdoor Product 449,Sports,Outdoor,1299.7,847.17
P0450,Outdoor Product 450,Sports,Outdoor,25662.52,21405.02
P0451,Home Decor Product 451,Home & Kitchen,Home Decor,918.1,759.86
P0452,Fitness Product 452,Sports,Fitness,3198.39,1780.03
P0453,Audio Product 453,Electronics,Audio,48739.67,24881.78
P0454,Accessories Product 454,Electronics,Accessories,1861.69,1308.78
P0455,Outdoor Product 455,Sports,Outdoor,25796.69,12943.31
P0456,Laptops Product 456,Electronics,Laptops,13727.92,7354.34
P0457,Laptops Product 457,Electronics,Laptops,1148.65,851.99
P0458,Haircare Product 458,Beauty,Haircare,11047.76,6524.44
P0459,Men Clothing Product 459,Fashion,Men Clothing,40802.45,26130.59
P0460,Bags Product 460,Fashion,Bags,1837.81,933.11
P0461,Skincare Product 461,Beauty,Skincare,21095.88,14479.54
P0462,Skincare Product 462,Beauty,Skincare,2389.96,1975.62
P0463,Audio Product 463,Electronics,Audio,1453.73,1103.85
P0464,Women Clothing Product 464,Fashion,Women Clothing,1359.18,995.47
P0465,Laptops Product 465,Electronics,Laptops,5684.87,4448.45
P0466,Skincare Product 466,Beauty,Skincare,1253.39,804.59
P0467,Makeup Product 467,Beauty,Makeup,10480.23,7004.72
P0468,Women Clothing Product 468,Fashion,Women Clothing,698.97,484.83
P0469,Bags Product 469,Fashion,Bags,1082.85,736.8
P0470,Skincare Product 470,Beauty,Skincare,313.24,203.05
P0471,Sportswear Product 471,Sports,Sportswear,596.39,433.15
P0472,Audio Product 472,Electronics,Audio,4464.22,3354.06
P0473,Accessories Product 473,Electronics,Accessories,10511.25,8181.97
P0474,Smartphones Product 474,Electronics,Smartphones,9019.97,7537.66
P0475,Makeup Product 475,Beauty,Makeup,574.51,342.56
P0476,Appliances Product 476,Home & Kitchen,Appliances,488.59,281.87
P0477,Smartphones Product 477,Electronics,Smartphones,892.78,526.86
P0478,Footwear Product 478,Fashion,Footwear,416.21,282.94
P0479,Home Decor Product 479,Home & Kitchen,Home Decor,2997.38,2401.15
P0480,Women Clothing Product 480,Fashion,Women Clothing,5481.31,3114.69
P0481,Fragrance Product 481,Beauty,Fragrance,822.86,614.41
P0482,Fragrance Product 482,Beauty,Fragrance,1036.66,844.14
P0483,Men Clothing Product 483,Fashion,Men Clothing,19926.29,13980.51
P0484,Bags Product 484,Fashion,Bags,26965.87,16721.58
P0485,Sportswear Product 485,Sports,Sportswear,564.63,355.92
P0486,Kitchen Product 486,Home & Kitchen,Kitchen,824.11,511.75
P0487,Men Clothing Product 487,Fashion,Men Clothing,2017.04,1644.33
P0488,Skincare Product 488,Beauty,Skincare,39842.04,24442.71
P0489,Equipment Product 489,Sports,Equipment,27967.97,16870.22
P0490,Fragrance Product 490,Beauty,Fragrance,5181.92,3015.62
P0491,Laptops Product 491,Electronics,Laptops,25885.36,18946.41
P0492,Men Clothing Product 492,Fashion,Men Clothing,467.59,351.65
P0493,Equipment Product 493,Sports,Equipment,1215.23,958.41
P0494,Women Clothing Product 494,Fashion,Women Clothing,6687.28,4538.88
P0495,Furniture Product 495,Home & Kitchen,Furniture,1480.7,754.59
P0496,Appliances Product 496,Home & Kitchen,Appliances,2384.01,1683.45
P0497,Outdoor Product 497,Sports,Outdoor,34184.3,20445.7
P0498,Footwear Product 498,Fashion,Footwear,867.26,599.04
P0499,Sportswear Product 499,Sports,Sportswear,726.92,404.93
P0500,Laptops Product 500,Electronics,Laptops,27201.35,13886.28
